HotelName,Date of review,Rating,Title,Description,Date of stay,Trip type,Room Tip
"Mandarin Oriental, Singapore",Oct-20,5,Enjoyable Staycation,We booked a staycation @ Mandarin Oriental to celebrate the completion of my daughterâ€™s PSLE. My 3 kids thoroughly enjoyed the experience. Not forgetting to thank Ganesan (Melt Cafe) and Elle (Front Desk) for your great service!,Oct-20,,
"Mandarin Oriental, Singapore",Jan-20,4,Great hotel in the heart of Singapore,"Stayed at the MO for a few days before heading to the Maldives. Wonderful location close to the gardens, shopping and restaurants. Enjoyed the 'Mother of Dragons' cocktail at the Mo Bar and the pool overlooking the bay. The only negatives was that this is a conference hotel, so many people staying here for work conferences. Also, requested early check in as we traveled over 23 hours from LA and was not able to check in early.",Apr-19,,
"Mandarin Oriental, Singapore",Oct-20,5,Staycation,"Thank you to guest relations team for preparing perfect decoration for my friend birthday. She had a memorable birthday celebration in MO..thank you, we enjoyed all the moment in MO, dinner, swimming pool, breakfast all were good. We enjoyed the privillege as MO fans too. Definitely will come back for next staycation. Thank you to ms xing fang and ms jessica for good explanation during our check in and check out time.",Oct-20,,
"Mandarin Oriental, Singapore",Nov-20,5,Excellent Stay at Oriental Mandarin Singapore,Location at the Marina Bay area ia excellent with nearby shopping malls. Views from the  room is beautiful.  Food is excellent at Melt Cafe and Cherry Garden Chinese restaurant.  Room amenities is very good. Staff is pleasant.,Nov-20,,
"Mandarin Oriental, Singapore",Sep-20,5,Staycation,"Wonderful staycation at MO. The staff were so friendly and answered to all my queries. The room was clean. The kids enjoyed their stay so much. Ordered room service, the food is good.  Hope to have more kids in room amenities.",Sep-20,,
"Mandarin Oriental, Singapore",Dec-20,5,Great staycation,Just finished a 2 night staycation at Mandarin Oriental. The staff was courteous and friendly. Jessica at front desk was superb. I would say she was the best staff we had met at the hotel. Always so smiley and chatty. Said hello to us. even when she was busy with other things. She even remembered our previous conversation. That's the kind of service one expects from 5 star hotel service crew.   Staye at the ocean grand room if you manage to book one. The view there is to die for.,Dec-20,,
"Mandarin Oriental, Singapore",Feb-20,5,"Lovely hotel, great location","Great location, excellent for getting around on foot and mobility scooter. Attentive staff, really good offering of bars and restaurants, spacious rooms with fantastic views. Lovely pool! We will stay here again if and when we return to Singapore.",Feb-20,,
"Mandarin Oriental, Singapore",Dec-20,5,StayCation Awesomeness,Fantastic getaway experience. Rest relax unwind to an Amazing view of Marina Bay. Convenience to wander around to soak up the Singapore rediscover attractions. Top it up with excellent hospitality service. Kudos to the team for a great service standard.,Dec-20,,
"Mandarin Oriental, Singapore",Mar-20,5,Staycay the troubles away,"I am impressed and satisfied with the service provided the moment I step into the hotel. I got a free upgrade to Marina Bay View. I would like to express my heartfelt thanks to Shermaine Lam from the sales department and Bobby from the front office for giving me the best experience stay in MO. I would also mention Tyler at the check-in counter for assisting me with check-in and check out, he did a great job. I highly recommend staying here.",Mar-20,,
"Mandarin Oriental, Singapore",Nov-20,5,Awesome staycation,"Celebrating our wedding anniversary in MO was just simply wonderful. We were welcome with balloons and complimentary cake in our room.  Everything was in place nicely for us. On a separate note, please ask for Mr Roger Cheow if u are having event in MO.",Oct-20,,
"Mandarin Oriental, Singapore",Apr-20,5,Facilties,Frequented this hotel. They have clean facilities. And cheerful concierge staff. Willing to assist. Keep it up! No wonder it's rated 5 star by Forbes! Located accessible at the heart of the city.  Highly recommended hotel in Singapore!,Apr-20,,
"Mandarin Oriental, Singapore",Oct-20,5,Perfect Getaway stay,"I have no other words but to say the whole hotel experience was perfect. From booking to checking in, and checking out, everything was well taken care of by all the friendly staffs in the hotel. The welcome drink and free breakfast was splendid, and we thoroughly enjoyed our stay here.",Aug-20,,
"Mandarin Oriental, Singapore",Nov-20,5,I love the view!,All perfect and I really love the Marina Bay view room. Thank you for the birthday cake. Definitely will visit there again. The staff all very friendly. High floor is the best view. The breakfast is very very good!,Nov-20,,
"Mandarin Oriental, Singapore",Oct-20,5,Wonderful stay,"Stayed for just 1 night but the service was TOP notch - from check-in, to the staff at the poolside, to the lady who served us at MO Bar and service crew at Melt for breakfast.  Would definitely recommend Mandarin Oriental for your next stay. Room was very clean.",Oct-20,,
"Mandarin Oriental, Singapore",Dec-20,5,Anniversary staycation,"Though restrictions had to implemented due to Covid 19, the management did their best to make our anniversary celebration a memorable one with simple setups and small gifts. Thank you so much for the warm welcome and hospitality. Thumbs up!",Dec-20,,
"Mandarin Oriental, Singapore",Dec-20,5,Mandarin Oriental,"A memorable hotel stay with Mandarin Oriental made possible through excellent service recommendation from American Express. We were able to watch the skyline lit up with the morning sun rise, it was a beautiful moment. Strongly recommended for families.",Dec-20,,
"Mandarin Oriental, Singapore",Nov-20,5,Excellent Experience,My first experience with them. Have an excellent experience in the 2D1N staycation in MO. The service is excellent and I felt home. The staffs are pretty attentive. Cosy environment too. Will definitely pay a return again.,Nov-20,,
"Mandarin Oriental, Singapore",Oct-20,5,1 night staycation,I am really enjoyed my stay with my family.. loves the room.. loves the view..Ordered food from room service.. the food are really nice too! The services are really really good. The staffs are friendly! I will go back again!,Oct-20,,
"Mandarin Oriental, Singapore",Mar-20,5,total satisfaction,Both my wife and i left the Mandarin agreeing that we had the best service in a hotel that we had ever experienced. From the girls at reception the cocktail waitresses in the M.O. bar to the housekeeper at room1802 thankyou very very much. Singapore was brilliant but our stay at the Mandarin Oriental was the icing on the cake.,Mar-20,,
"Mandarin Oriental, Singapore",Dec-20,5,Family Staycay,"Room the City Suite. package Kids stay for free. Best view ever! Service was at it's finest! The room was decorated for my son's birthday! All of us truly enjoyed staying MO. By far, my most fav staycay experience ever! Staff are very friendly!!",Dec-20,,
"Mandarin Oriental, Singapore",Jan-20,5,Short stay,"Both myself and my wife used Singapore as a stop off on our journey to Oz. The Mandarin Oriental was our base for our 3 nigh stay. Wow, what a fantastic hotel. The rooms are spacious with fantastic views. The room was kept really clean. The pool area was first class. As part of our deal we had breakfast which catered for ever taste. The staff are warm and very helpful. A fantastic stay",Jan-20,,
